1 1 0:0.9174 1:3 2:111 3:2 4:108.3 5:3 6:0 7:1.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:1.0 14:0.9174 15:50 16:98.0
1 -1 0:1.1579 1:3 2:65 3:2 4:31.9 5:3 6:1 7:3.0 8:0 9:43.8 10:3.5751 11:3.5751 12:6 13:0.5 14:1.7849 15:-10 16:19.8
1 1 0:0.6946 1:2 2:84 3:1 4:35.0 5:2 6:0 7:2.0 8:1 9:40.0 10:0.0 11:0.0 12:0 13:0.5 14:1.3892 15:-10 16:51.9
1 1 0:1.4908 1:3 2:21 3:3 4:45.3 5:3 6:0 7:1.0 8:0 9:43.8 10:0.5882 11:0.5882 12:1 13:1.0 14:1.4908 15:-10 16:19.0
1 1 0:0.9787 1:2 2:18 3:1 4:63.5 5:2 6:0 7:1.0 8:0 9:43.8 10:18.0515 11:18.0515 12:26 13:1.0 14:0.9787 15:-10 16:98.0
1 -1 0:2.4439 1:4 2:5 3:0 4:133.8 5:1 6:7 7:11.0 8:1 9:50.0 10:0.0 11:69.3745 12:182 13:1.0 14:2.4439 15:-10 16:99.0
1 -1 0:1.9159 1:3 2:65 3:2 4:71.3 5:3 6:1 7:3.0 8:0 9:43.8 10:7.9418 11:7.9418 12:18 13:1.0 14:1.9159 15:-10 16:138.0
1 1 0:1.5166 1:3 2:77 3:1 4:53.0 5:2 6:1 7:3.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.75 14:1.6752 15:-10 16:35.0
1 1 0:1.0637 1:2 2:6 3:0 4:98.0 5:1 6:2 7:3.0 8:0 9:43.8 10:1.9835 11:1.9835 12:3 13:0.5 14:1.2997 15:-10 16:68.0
1 -1 0:0.7133 1:2 2:112 3:2 4:78.9 5:2 6:0 7:1.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:0.6667 14:0.8312 15:-10 16:98.8
1 1 0:1.8421 1:3 2:13 3:0 4:67.6 5:3 6:4 7:6.0 8:2 9:50.0 10:8.8171 11:8.8171 12:14 13:1.0 14:1.8421 15:-10 16:35.0
1 1 0:1.2425 1:3 2:92 3:2 4:39.3 5:3 6:0 7:1.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:0.75 14:1.3604 15:50 16:58.0
1 -1 0:2.243 1:4 2:20 3:3 4:93.0 5:4 6:1 7:3.0 8:3 9:50.0 10:19.9877 11:19.9877 12:41 13:0.8 14:2.5928 15:-10 16:99.9
1 1 0:1.4375 1:3 2:50 3:2 4:21.5 5:2 6:0 7:2.0 8:0 9:43.8 10:3.375 11:3.375 12:9 13:1.0 14:1.4375 15:-10 16:16.0
1 1 0:1.4129 1:4 2:91 3:4 4:42.0 5:4 6:0 7:1.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:1.0 14:1.4129 15:-10 16:35.0
1 1 0:1.0706 1:3 2:42 3:1 4:74.3 5:3 6:0 7:1.0 8:1 9:50.0 10:4.6408 11:4.6408 12:12 13:1.0 14:1.0706 15:-10 16:36.0
1 1 0:1.513 1:4 2:119 3:1 4:67.3 5:4 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:1.513 15:-10 16:78.0
1 1 0:1.1761 1:2 2:75 3:0 4:59.0 5:0 6:1 7:3.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:1.1761 15:-10 16:38.0
1 1 0:0.9319 1:4 2:87 3:1 4:83.0 5:4 6:0 7:1.0 8:3 9:16.666666666666668 10:0.0 11:0.0 12:0 13:0.5714 14:1.2762 15:-10 16:26.0
1 1 0:1.0307 1:2 2:33 3:1 4:64.0 5:2 6:1 7:2.0 8:0 9:43.8 10:13.8095 11:13.8095 12:29 13:1.0 14:1.0307 15:-10 16:40.0
1 1 0:1.1092 1:2 2:16 3:1 4:118.9 5:2 6:1 7:2.0 8:1 9:50.0 10:13.3056 11:13.3056 12:20 13:1.0 14:1.1092 15:-10 16:138.0
1 -1 0:2.6821 1:3 2:9 3:3 4:25.0 5:3 6:2 7:3.0 8:0 9:43.8 10:8.9525 11:8.9525 12:13 13:1.0 14:2.6821 15:-10 16:49.0
1 -1 0:1.5287 1:2 2:37 3:2 4:98.5 5:2 6:1 7:2.0 8:0 9:43.8 10:0.8955 11:0.8955 12:2 13:0.6667 14:1.6474 15:-10 16:138.0
1 1 0:1.8264 1:2 2:8 3:1 4:39.5 5:2 6:1 7:3.0 8:0 9:43.8 10:1.4561 11:1.4561 12:2 13:1.0 14:1.8264 15:-10 16:19.9
1 -1 0:1.706 1:3 2:60 3:1 4:38.1 5:1 6:15 7:34.0 8:0 9:43.8 10:0.0 11:4.7466 12:9 13:1.0 14:1.706 15:-10 16:30.0
1 -1 0:2.0526 1:4 2:13 3:0 4:116.0 5:3 6:1 7:2.0 8:2 9:30.0 10:2.5727 11:46.7664 12:88 13:0.6667 14:2.6003 15:20 16:168.0
1 1 0:0.9914 1:3 2:70 3:2 4:418.7 5:3 6:1 7:3.0 8:2 9:40.0 10:0.3297 11:7.628 12:21 13:1.0 14:0.9914 15:-10 16:58.0
1 -1 0:0.7766 1:2 2:62 3:0 4:30.0 5:2 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:0.7766 15:-10 16:55.0
1 1 0:1.8135 1:4 2:4 3:1 4:40.7 5:3 6:11 7:18.0 8:0 9:43.8 10:20.593 11:20.593 12:28 13:1.0 14:1.8135 15:-10 16:78.0
1 -1 0:1.096 1:3 2:25 3:1 4:5.9 5:3 6:2 7:4.0 8:3 9:46.666666666666664 10:0.5455 11:62.761199999999995 12:98 13:1.0 14:1.096 15:40 16:9.0
1 1 0:1.3389 1:4 2:121 3:1 4:41.5 5:4 6:0 7:1.0 8:1 9:40.0 10:0.0 11:0.0 12:0 13:1.0 14:1.3389 15:-10 16:45.0
1 -1 0:1.5728 1:3 2:32 3:0 4:31.3 5:0 6:5 7:10.0 8:0 9:43.8 10:0.0 11:25.778 12:52 13:1.0 14:1.5728 15:-10 16:88.0
1 -1 0:1.3514 1:3 2:77 3:2 4:116.0 5:3 6:0 7:1.0 8:0 9:43.8 10:1.9288 11:1.9288 12:3 13:0.75 14:1.4717 15:-10 16:278.0
1 1 0:1.2056 1:3 2:113 3:2 4:122.0 5:3 6:3 7:8.0 8:1 9:50.0 10:2.8615 11:2.8615 12:7 13:1.0 14:1.2056 15:-10 16:29.0
1 1 0:1.2503 1:4 2:104 3:3 4:49.8 5:4 6:0 7:1.0 8:3 9:50.0 10:0.0 11:0.0 12:0 13:1.0 14:1.2503 15:-10 16:128.0
1 -1 0:1.5886 1:4 2:3 3:2 4:36.7 5:4 6:0 7:1.0 8:2 9:50.0 10:2.7273 11:2.7273 12:3 13:1.0 14:1.5886 15:-10 16:59.0
1 1 0:1.2217 1:4 2:53 3:2 4:30.5 5:4 6:4 7:8.0 8:0 9:43.8 10:7.1137 11:14.108699999999999 12:34 13:0.8 14:1.4234 15:-10 16:35.0
1 -1 0:1.1847 1:4 2:119 3:1 4:55.3 5:2 6:0 7:1.0 8:0 9:43.8 10:0.0 11:2.1429 12:4 13:1.0 14:1.1847 15:-10 16:26.6
1 1 0:1.1586 1:3 2:23 3:1 4:194.6 5:2 6:0 7:1.0 8:2 9:50.0 10:0.0 11:8.7048 12:16 13:0.75 14:1.274 15:-10 16:19.9
1 1 0:1.1567 1:4 2:77 3:3 4:36.2 5:4 6:0 7:2.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.8 14:1.3814 15:-10 16:47.0
1 1 0:1.3422 1:4 2:3 3:1 4:39.1 5:4 6:0 7:1.0 8:3 9:30.0 10:2.7273 11:2.7273 12:3 13:0.8 14:1.5721 15:-10 16:95.0
1 1 0:1.5754 1:2 2:9 3:0 4:52.4 5:0 6:2 7:5.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:1.5754 15:-10 16:39.8
1 1 0:1.191 1:3 2:102 3:2 4:130.3 5:3 6:1 7:3.0 8:3 9:50.0 10:0.0 11:0.0 12:0 13:1.0 14:1.191 15:50 16:188.0
1 1 0:1.3594 1:3 2:52 3:1 4:39.0 5:2 6:2 7:4.0 8:0 9:43.8 10:1.8938 11:1.8938 12:5 13:1.0 14:1.3594 15:-10 16:29.0
1 -1 0:1.3899 1:3 2:11 3:2 4:8.9 5:3 6:0 7:1.0 8:1 9:50.0 10:17.349 11:17.349 12:23 13:1.0 14:1.3899 15:-10 16:11.8
1 1 0:0.8097 1:3 2:97 3:0 4:9.3 5:2 6:2 7:5.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.4286 14:1.339 15:-10 16:16.0
1 1 0:1.1853 1:3 2:29 3:2 4:51.2 5:3 6:0 7:1.0 8:1 9:50.0 10:4.1204 11:4.1204 12:8 13:1.0 14:1.1853 15:-10 16:16.6
1 1 0:1.8568 1:4 2:44 3:4 4:94.2 5:4 6:2 7:4.0 8:1 9:50.0 10:12.3222 11:19.3426 12:51 13:0.5714 14:3.299 15:-10 16:136.0
1 -1 0:1.7116 1:4 2:28 3:1 4:47.7 5:3 6:3 7:7.0 8:0 9:43.8 10:2.2184 11:2.2184 12:4 13:1.0 14:1.7116 15:-10 16:34.0
1 -1 0:1.6293 1:4 2:64 3:1 4:54.2 5:2 6:1 7:2.0 8:0 9:43.8 10:0.0 11:0.4054 12:1 13:1.0 14:1.6293 15:-10 16:85.0
1 -1 0:0.8474 1:2 2:84 3:1 4:133.0 5:2 6:0 7:2.0 8:2 9:40.0 10:0.0 11:0.0 12:0 13:1.0 14:0.8474 15:40 16:68.0
1 1 0:0.6802 1:2 2:96 3:0 4:123.5 5:2 6:0 7:1.0 8:0 9:43.8 10:0.4412 11:0.4412 12:1 13:1.0 14:0.6802 15:-10 16:198.0
1 1 0:1.5231 1:4 2:4 3:2 4:158.5 5:4 6:0 7:1.0 8:0 9:43.8 10:3.5294 11:3.5294 12:4 13:0.4444 14:2.1686 15:-10 16:499.0
1 -1 0:1.3793 1:2 2:54 3:2 4:41.8 5:2 6:1 7:2.0 8:0 9:43.8 10:3.2143 11:32.2095 12:84 13:1.0 14:1.3793 15:-10 16:36.8
1 1 0:0.9245 1:4 2:120 3:0 4:30.6 5:4 6:0 7:2.0 8:0 9:43.8 10:16.773 11:16.773 12:22 13:0.5714 14:1.3002 15:-10 16:33.0
1 1 0:2.2301 1:3 2:1 3:3 4:145.7 5:3 6:3 7:4.0 8:0 9:43.8 10:16.9242 11:16.9242 12:20 13:1.0 14:2.2301 15:-10 16:99.0
1 1 0:1.2633 1:3 2:83 3:3 4:56.3 5:3 6:1 7:5.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.75 14:1.7633 15:-10 16:99.0
1 -1 0:1.0288 1:3 2:103 3:3 4:60.0 5:3 6:0 7:1.0 8:1 9:40.0 10:7.3799 11:7.3799 12:17 13:1.0 14:1.0288 15:-10 16:21.0
1 -1 0:3.2518 1:4 2:12 3:2 4:79.2 5:3 6:2 7:4.0 8:1 9:40.0 10:37.9567 11:37.9567 12:84 13:1.0 14:3.2518 15:40 16:9.9
1 1 0:2.0526 1:4 2:22 3:3 4:69.9 5:4 6:2 7:3.0 8:2 9:45.0 10:5.0275 11:5.0275 12:10 13:1.0 14:2.0526 15:-10 16:188.0
1 -1 0:1.7247 1:3 2:11 3:0 4:163.9 5:1 6:1 7:2.0 8:1 9:30.0 10:0.75 11:32.052800000000005 12:60 13:1.0 14:1.7247 15:30 16:398.0
1 1 0:0.6205 1:2 2:122 3:1 4:63.4 5:2 6:1 7:3.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:0.6205 15:-10 16:93.0
1 1 0:1.5434 1:3 2:26 3:3 4:71.7 5:3 6:2 7:4.0 8:3 9:46.666666666666664 10:52.2621 11:52.2621 12:82 13:1.0 14:1.5434 15:50 16:138.0
1 1 0:1.5012 1:4 2:40 3:2 4:243.5 5:4 6:0 7:1.0 8:0 9:43.8 10:1.2857 11:1.2857 12:3 13:1.0 14:1.5012 15:-10 16:155.0
1 1 0:2.1938 1:3 2:20 3:3 4:37.7 5:3 6:9 7:16.0 8:2 9:45.0 10:25.4275 11:41.4824 12:73 13:0.75 14:3.0449 15:-10 16:30.0
1 -1 0:0.9355 1:3 2:78 3:2 4:54.9 5:3 6:1 7:3.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.375 14:2.8064 15:-10 16:99.9
1 1 0:0.8264 1:2 2:99 3:1 4:98.5 5:1 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.5 14:1.0727 15:-10 16:98.0
1 1 0:1.0842 1:3 2:73 3:3 4:24.3 5:3 6:1 7:3.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:1.0 14:1.0842 15:-10 16:21.0
1 1 0:1.8457 1:3 2:18 3:3 4:28.3 5:3 6:9 7:15.0 8:3 9:36.666666666666664 10:6.3359 11:6.3359 12:9 13:1.0 14:1.8457 15:10 16:7.0
1 1 0:1.5051 1:2 2:37 3:0 4:17.5 5:0 6:39 7:82.0 8:2 9:50.0 10:0.0 11:31.4349 12:72 13:1.0 14:1.5051 15:50 16:9.9
1 -1 0:1.3712 1:4 2:8 3:1 4:29.7 5:3 6:0 7:1.0 8:0 9:43.8 10:1.0976 11:1.0976 12:3 13:1.0 14:1.3712 15:-10 16:12.0
1 -1 0:0.9465 1:3 2:72 3:2 4:72.0 5:3 6:3 7:7.0 8:3 9:43.333333333333336 10:3.1818 11:3.1818 12:7 13:1.0 14:0.9465 15:50 16:118.0
1 1 0:1.9277 1:4 2:66 3:4 4:174.5 5:4 6:0 7:2.0 8:1 9:50.0 10:0.8644 11:0.8644 12:2 13:1.0 14:1.9277 15:-10 16:268.8
1 -1 0:2.0735 1:4 2:23 3:3 4:47.8 5:4 6:2 7:6.0 8:0 9:43.8 10:3.9623 11:3.9623 12:7 13:1.0 14:2.0735 15:-10 16:45.0
1 1 0:1.4343 1:2 2:5 3:1 4:30.0 5:2 6:1 7:2.0 8:0 9:43.8 10:9.032 11:9.032 12:12 13:1.0 14:1.4343 15:-10 16:31.0
1 -1 0:1.3557 1:4 2:10 3:1 4:23.1 5:4 6:0 7:1.0 8:0 9:43.8 10:1.5 11:1.5 12:2 13:1.0 14:1.3557 15:-10 16:26.6
1 1 0:1.4597 1:3 2:43 3:0 4:185.7 5:3 6:1 7:2.0 8:0 9:43.8 10:4.6977 11:4.6977 12:9 13:1.0 14:1.4597 15:-10 16:268.0
1 1 0:1.4055 1:4 2:15 3:2 4:31.0 5:4 6:1 7:2.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:1.4055 15:-10 16:22.5
1 -1 0:1.9296 1:4 2:65 3:3 4:17.5 5:3 6:45 7:72.0 8:1 9:20.0 10:4.7625 11:55.997600000000006 12:106 13:0.5714 14:3.3238 15:20 16:7.9
1 1 0:1.612 1:4 2:93 3:4 4:43.2 5:4 6:1 7:3.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.8 14:1.7392 15:-10 16:21.0
1 -1 0:1.0922 1:3 2:31 3:1 4:40.0 5:2 6:1 7:2.0 8:0 9:43.8 10:3.6115 11:3.6115 12:8 13:1.0 14:1.0922 15:-10 16:69.9
1 1 0:1.5741 1:2 2:24 3:2 4:19.4 5:2 6:1 7:2.0 8:0 9:43.8 10:98.6104 11:98.6104 12:178 13:1.0 14:1.5741 15:-10 16:8.8
1 1 0:0.652 1:2 2:110 3:0 4:98.0 5:1 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.4 14:1.1647 15:-10 16:128.0
1 -1 0:1.3932 1:2 2:5 3:2 4:44.0 5:2 6:0 7:1.0 8:0 9:43.8 10:1.7143 11:1.7143 12:2 13:0.6667 14:1.6396 15:-10 16:48.0
1 1 0:1.2225 1:4 2:119 3:1 4:52.0 5:4 6:7 7:18.0 8:4 9:42.5 10:7.6283 11:9.3091 12:23 13:1.0 14:1.2225 15:40 16:6.9
1 -1 0:1.2431 1:3 2:95 3:2 4:27.3 5:3 6:1 7:4.0 8:0 9:43.8 10:2.1429 11:2.1429 12:4 13:0.6 14:2.3594 15:-10 16:26.5
1 -1 0:1.8106 1:4 2:88 3:3 4:53.6 5:3 6:0 7:1.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:0.6667 14:2.6138 15:-10 16:76.0
1 -1 0:1.3216 1:3 2:122 3:1 4:73.2 5:3 6:0 7:2.0 8:2 9:45.0 10:0.0 11:0.0 12:0 13:1.0 14:1.3216 15:-10 16:41.0
1 -1 0:0.7195 1:2 2:113 3:2 4:57.4 5:2 6:0 7:2.0 8:2 9:50.0 10:52.7786 11:52.7786 12:112 13:0.5 14:1.07 15:50 16:16.8
1 -1 0:2.5793 1:4 2:20 3:0 4:63.9 5:1 6:25 7:53.0 8:2 9:45.0 10:29.187 11:314.8835 12:629 13:0.6667 14:3.1869 15:-10 16:73.0
1 -1 0:2.1585 1:4 2:19 3:3 4:59.5 5:3 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.6667 14:2.9338 15:-10 16:34.99
1 1 0:1.8504 1:3 2:34 3:1 4:48.3 5:1 6:26 7:40.0 8:2 9:35.0 10:4.333 11:95.0482 12:199 13:0.75 14:2.5957 15:-10 16:98.0
1 1 0:1.2809 1:3 2:6 3:3 4:80.3 5:3 6:1 7:2.0 8:2 9:50.0 10:13.3571 11:13.3571 12:16 13:1.0 14:1.2809 15:-10 16:31.0
1 1 0:1.2582 1:4 2:82 3:1 4:89.7 5:4 6:0 7:2.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:1.2582 15:-10 16:188.0
1 1 0:1.1131 1:3 2:31 3:1 4:58.3 5:2 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:1.1131 15:-10 16:109.0
1 -1 0:1.526 1:3 2:8 3:2 4:21.0 5:3 6:1 7:2.0 8:2 9:50.0 10:11.074 11:11.074 12:14 13:1.0 14:1.526 15:-10 16:28.0
1 1 0:1.5647 1:3 2:69 3:2 4:30.3 5:3 6:4 7:8.0 8:2 9:50.0 10:12.051 11:18.5922 12:32 13:0.75 14:2.4157 15:50 16:25.0
1 -1 0:1.1527 1:3 2:17 3:0 4:66.7 5:2 6:3 7:4.0 8:0 9:43.8 10:0.6383 11:3.7899000000000003 12:5 13:0.75 14:1.2788 15:-10 16:66.0
1 1 0:0.9899 1:4 2:90 3:1 4:43.9 5:4 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.8 14:1.12 15:-10 16:33.5
1 1 0:0.9871 1:4 2:81 3:1 4:13.9 5:4 6:0 7:1.0 8:0 9:43.8 10:26.0794 11:26.0794 12:50 13:0.8 14:1.1178 15:-10 16:53.0
1 -1 0:1.2831 1:3 2:118 3:3 4:44.2 5:3 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.75 14:1.6617 15:-10 16:99.9
1 1 0:0.8633 1:3 2:88 3:1 4:22.1 5:3 6:1 7:3.0 8:1 9:50.0 10:0.0 11:0.0 12:0 13:1.0 14:0.8633 15:-10 16:64.9
1 1 0:2.1269 1:4 2:17 3:3 4:47.2 5:4 6:2 7:4.0 8:1 9:40.0 10:3.7149 11:3.7149 12:6 13:1.0 14:2.1269 15:-10 16:88.0
1 1 0:2.5828 1:3 2:3 3:0 4:71.3 5:0 6:2 7:5.0 8:0 9:43.8 10:0.0 11:3.9144 12:5 13:1.0 14:2.5828 15:-10 16:68.0
1 -1 0:2.532 1:4 2:20 3:4 4:33.8 5:4 6:3 7:5.0 8:0 9:43.8 10:7.9517 11:7.9517 12:15 13:1.0 14:2.532 15:-10 16:29.9
1 1 0:1.4454 1:3 2:54 3:0 4:28.3 5:1 6:5 7:9.0 8:0 9:43.8 10:0.0 11:1.5653 12:4 13:1.0 14:1.4454 15:-10 16:31.0
1 -1 0:1.6476 1:3 2:60 3:0 4:71.5 5:0 6:1 7:3.0 8:0 9:43.8 10:0.0 11:2.4216 12:6 13:0.75 14:2.2759 15:-10 16:26.5
1 -1 0:0.9337 1:3 2:67 3:1 4:261.3 5:3 6:0 7:1.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:1.0 14:0.9337 15:-10 16:388.0
1 1 0:1.1407 1:2 2:36 3:1 4:48.5 5:1 6:1 7:2.0 8:0 9:43.8 10:2.7841 11:3.6932 12:8 13:0.6667 14:1.5111 15:-10 16:59.9
1 1 0:1.7702 1:4 2:119 3:0 4:34.7 5:0 6:77 7:158.0 8:0 9:43.8 10:0.0 11:1.6992 12:5 13:1.0 14:1.7702 15:-10 16:29.9
1 1 0:0.9755 1:2 2:22 3:1 4:100.0 5:2 6:1 7:2.0 8:0 9:43.8 10:11.8762 11:11.8762 12:21 13:1.0 14:0.9755 15:-10 16:199.0
1 -1 0:1.6006 1:4 2:43 3:0 4:94.5 5:3 6:3 7:6.0 8:4 9:32.5 10:0.0 11:2.4658 12:6 13:0.8 14:1.9599 15:30 16:238.0
1 1 0:1.2766 1:2 2:68 3:2 4:59.0 5:2 6:0 7:2.0 8:0 9:43.8 10:0.0 11:0.0 12:0 13:0.6667 14:1.5924 15:-10 16:69.0
1 1 0:1.5894 1:2 2:31 3:1 4:61.7 5:2 6:1 7:3.0 8:0 9:43.8 10:28.1947 11:28.1947 12:62 13:1.0 14:1.5894 15:-10 16:55.3
1 -1 0:0.9287 1:3 2:62 3:0 4:28.2 5:3 6:0 7:1.0 8:0 9:43.8 10:0.3297 11:2.844 12:5 13:1.0 14:0.9287 15:-10 16:29.9
1 1 0:0.9609 1:2 2:24 3:0 4:21.5 5:1 6:1 7:3.0 8:0 9:43.8 10:0.0 11:12.9598 12:24 13:0.6667 14:1.499 15:-10 16:38.0
1 -1 0:1.2197 1:4 2:97 3:2 4:129.3 5:4 6:0 7:2.0 8:1 9:20.0 10:0.4762 11:0.4762 12:1 13:1.0 14:1.2197 15:20 16:299.0
1 -1 0:1.2011 1:4 2:106 3:3 4:48.7 5:4 6:0 7:2.0 8:3 9:46.666666666666664 10:0.0 11:0.0 12:0 13:1.0 14:1.2011 15:-10 16:29.9
1 1 0:1.0889 1:4 2:82 3:2 4:34.1 5:4 6:2 7:5.0 8:0 9:43.8 10:1.3223 11:1.3223 12:4 13:1.0 14:1.0889 15:-10 16:29.9
